GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000160185,None,None,None,None,None,None
ENSG00000160188,None,Present,None,None,None,None
ENSG00000160190,Present,Present,Present,Present,Present,Present
ENSG00000160191,None,Present,None,None,None,None
ENSG00000160193,Present,Present,None,None,None,None
ENSG00000160194,Present,Present,Present,Present,Present,Present
ENSG00000160199,None,None,None,None,None,None
ENSG00000160200,Present,Present,Present,Present,Present,Present
ENSG00000160201,Present,Present,None,Present,None,Present
ENSG00000160202,None,None,None,None,None,Present
ENSG00000160207,Present,Present,Present,Present,Present,Present
ENSG00000160208,Present,Present,None,Present,Present,Present
ENSG00000160209,None,Present,None,None,None,None
ENSG00000160211,None,None,None,None,None,None
ENSG00000160213,Present,Present,Present,Present,Present,Present
ENSG00000160214,None,Present,None,Present,None,Present
ENSG00000160218,Present,Present,Present,Present,Present,Present
ENSG00000160219,Present,Present,Present,Present,Present,Present
ENSG00000160221,Present,Present,Present,Present,Present,Present
ENSG00000160223,Present,Present,Present,Present,Present,Present
ENSG00000160224,Present,Present,Present,Present,Present,Present
ENSG00000160226,Present,Present,Present,Present,Present,Present
ENSG00000160233,Present,Present,Present,Present,Present,Present
ENSG00000160255,None,None,None,None,None,None
ENSG00000160256,Present,Present,Present,Present,Present,Present
ENSG00000160271,Present,Present,Present,Present,Present,None
ENSG00000160282,Present,Present,Present,None,Present,Present
ENSG00000160284,Present,Present,Present,Present,Present,Present
ENSG00000160285,Present,Present,Present,Present,Present,Present
ENSG00000160293,None,Present,Present,None,None,None
ENSG00000160294,Present,Present,Present,Present,Present,Present
ENSG00000160298,Present,Present,None,Present,Present,Present
ENSG00000160299,Present,Present,Present,Present,None,Present
ENSG00000160305,None,None,None,None,None,None
ENSG00000160307,None,Present,Present,Present,Present,None
ENSG00000160310,None,Present,None,Present,None,None
ENSG00000160323,Present,Present,Present,Present,Present,Present
ENSG00000160325,Present,Present,None,None,Present,Present
ENSG00000160326,Present,Present,Present,Present,Present,Present
ENSG00000160345,Present,Present,Present,Present,Present,Present
ENSG00000160349,Present,Present,Present,Present,Present,Present
ENSG00000160360,None,None,Present,Present,None,None
ENSG00000160392,None,None,Present,None,None,Present
ENSG00000160396,None,Present,None,None,None,None
ENSG00000160401,Present,Present,None,None,Present,None
ENSG00000160408,None,None,None,None,None,Present
ENSG00000160410,Present,Present,Present,Present,None,Present
ENSG00000160439,Present,Present,Present,None,Present,Present
ENSG00000160445,Present,None,None,None,None,Present
ENSG00000160447,None,Present,None,Present,Present,Present
ENSG00000160460,Present,Present,None,Present,Present,None
ENSG00000160469,None,Present,None,Present,Present,None
ENSG00000160471,None,Present,Present,None,Present,None
ENSG00000160472,None,None,None,None,Present,None
ENSG00000160505,Present,Present,None,Present,Present,Present
ENSG00000160551,Present,Present,Present,Present,Present,Present
ENSG00000160563,Present,Present,Present,Present,Present,Present
ENSG00000160570,Present,Present,Present,Present,Present,Present
ENSG00000160584,Present,Present,Present,Present,Present,Present
ENSG00000160588,Present,Present,Present,Present,Present,Present
ENSG00000160593,None,None,None,None,None,None
ENSG00000160602,Present,Present,Present,Present,Present,Present
ENSG00000160606,Present,Present,Present,Present,Present,Present
ENSG00000160613,None,None,None,Present,None,None
ENSG00000160633,Present,Present,Present,Present,Present,Present
ENSG00000160654,None,None,None,Present,None,None
ENSG00000160678,None,None,None,None,None,None
ENSG00000160679,Present,Present,Present,Present,Present,Present
ENSG00000160683,Present,Present,None,Present,Present,Present
ENSG00000160685,None,Present,None,None,None,None
ENSG00000160688,Present,Present,Present,Present,Present,Present
ENSG00000160691,Present,Present,Present,Present,Present,Present
ENSG00000160703,Present,None,Present,Present,Present,Present
ENSG00000160710,Present,Present,Present,Present,Present,Present
ENSG00000160741,None,Present,None,None,None,None
ENSG00000160746,Present,Present,Present,Present,Present,Present
ENSG00000160752,Present,Present,Present,Present,Present,Present
ENSG00000160753,Present,Present,Present,Present,Present,Present
ENSG00000160767,None,None,None,None,None,None
ENSG00000160781,Present,None,None,None,None,None
ENSG00000160783,None,None,None,None,None,None
ENSG00000160789,Present,Present,Present,Present,Present,Present
ENSG00000160796,None,None,None,None,None,None
ENSG00000160801,None,Present,Present,None,Present,None
ENSG00000160803,None,Present,Present,Present,Present,Present
ENSG00000160808,None,None,Present,Present,Present,None
ENSG00000160813,Present,Present,Present,Present,Present,Present
ENSG00000160818,None,None,None,Present,None,None
ENSG00000160838,None,Present,None,Present,None,None
ENSG00000160844,Present,Present,Present,Present,Present,Present
ENSG00000160856,None,Present,None,None,None,None
ENSG00000160862,Present,Present,Present,Present,Present,Present
ENSG00000160867,Present,Present,Present,Present,Present,Present
ENSG00000160868,Present,Present,Present,Present,Present,Present
ENSG00000160877,Present,Present,Present,Present,None,None
ENSG00000160882,None,None,None,Present,Present,None
ENSG00000160886,None,None,None,None,None,None
ENSG00000160908,None,None,Present,Present,None,None
ENSG00000160917,None,None,None,None,None,None
ENSG00000160932,None,None,None,None,None,None
ENSG00000160948,Present,Present,Present,Present,Present,Present
ENSG00000160949,None,None,Present,Present,Present,None
ENSG00000160953,Present,Present,Present,Present,Present,Present
ENSG00000160959,Present,Present,None,Present,Present,None
ENSG00000160961,Present,Present,None,None,None,None
ENSG00000160972,None,None,None,Present,Present,None
ENSG00000160993,Present,Present,None,None,Present,Present
ENSG00000160999,None,None,None,None,None,None
ENSG00000161010,Present,Present,Present,Present,Present,Present
ENSG00000161011,Present,Present,Present,Present,Present,Present
ENSG00000161013,None,None,None,None,None,None
ENSG00000161016,Present,Present,Present,Present,Present,Present
ENSG00000161021,Present,Present,Present,Present,Present,Present
ENSG00000161031,Present,Present,Present,Present,Present,Present
ENSG00000161036,None,None,None,None,Present,None
ENSG00000161048,Present,Present,Present,Present,Present,Present
ENSG00000161057,Present,Present,Present,Present,Present,Present
ENSG00000161082,None,None,None,None,None,None
ENSG00000161091,Present,Present,Present,Present,Present,Present
ENSG00000161180,None,None,None,None,None,None
ENSG00000161202,Present,Present,Present,Present,Present,Present
ENSG00000161203,Present,None,Present,Present,None,None
ENSG00000161204,Present,Present,Present,Present,Present,Present
ENSG00000161217,Present,Present,Present,Present,None,Present
ENSG00000161243,None,Present,None,Present,Present,Present
ENSG00000161249,None,None,None,None,None,None
ENSG00000161265,None,None,None,Present,None,None
ENSG00000161267,Present,Present,Present,Present,Present,Present
ENSG00000161270,None,None,None,None,None,None
ENSG00000161298,Present,Present,None,Present,Present,Present
ENSG00000161326,Present,Present,Present,Present,Present,Present
ENSG00000161328,Present,Present,Present,Present,Present,Present
ENSG00000161381,Present,Present,None,Present,Present,Present
ENSG00000161395,None,Present,None,None,None,None
ENSG00000161405,Present,Present,None,Present,None,None
ENSG00000161509,None,None,None,None,None,None
ENSG00000161513,Present,Present,Present,Present,Present,Present
ENSG00000161526,None,None,None,None,None,None
ENSG00000161533,Present,Present,Present,Present,Present,Present
ENSG00000161544,None,None,None,Present,None,None
ENSG00000161547,Present,Present,Present,Present,Present,Present
ENSG00000161551,Present,Present,Present,Present,None,Present
ENSG00000161558,Present,Present,Present,Present,Present,Present
ENSG00000161572,None,None,None,None,None,None
ENSG00000161583,None,Present,None,Present,None,None
ENSG00000161594,None,Present,Present,Present,Present,None
ENSG00000161609,Present,Present,None,Present,Present,Present
ENSG00000161610,Present,Present,Present,Present,Present,Present
ENSG00000161638,None,None,Present,Present,Present,None
ENSG00000161642,None,None,None,None,None,None
ENSG00000161647,None,Present,None,None,None,Present
ENSG00000161649,Present,Present,Present,Present,Present,Present
ENSG00000161652,Present,Present,Present,Present,Present,Present
ENSG00000161654,Present,Present,Present,Present,Present,Present
ENSG00000161681,Present,Present,Present,Present,Present,None
ENSG00000161682,None,None,Present,Present,Present,Present
ENSG00000161692,None,None,None,None,None,None
ENSG00000161714,Present,Present,Present,Present,Present,Present
ENSG00000161791,None,Present,None,Present,Present,None
ENSG00000161800,None,Present,Present,Present,Present,None
ENSG00000161813,Present,Present,Present,Present,Present,Present
ENSG00000161835,Present,Present,None,Present,Present,Present
ENSG00000161847,None,Present,Present,Present,None,None
ENSG00000161849,None,None,None,None,None,None
ENSG00000161860,None,None,None,None,None,None
ENSG00000161888,None,None,None,None,None,None
ENSG00000161904,None,Present,None,Present,Present,None
ENSG00000161905,Present,Present,Present,Present,Present,Present
ENSG00000161911,None,None,None,None,None,None
ENSG00000161914,Present,None,Present,Present,Present,None
ENSG00000161921,None,None,None,None,None,None
ENSG00000161929,None,None,None,None,None,None
ENSG00000161939,Present,Present,Present,Present,Present,Present
ENSG00000161944,Present,Present,Present,Present,Present,Present
ENSG00000161955,Present,Present,Present,Present,Present,Present
ENSG00000161960,None,None,None,None,None,None
ENSG00000161970,Present,Present,Present,Present,Present,Present
ENSG00000161973,None,Present,Present,Present,Present,None
ENSG00000161980,Present,Present,None,Present,None,None
ENSG00000161981,Present,Present,Present,Present,Present,Present
ENSG00000161996,Present,Present,Present,None,None,Present
ENSG00000162004,Present,Present,Present,Present,Present,Present
ENSG00000162009,Present,Present,Present,Present,Present,Present
ENSG00000162032,Present,Present,Present,Present,Present,Present
ENSG00000162039,Present,Present,None,Present,Present,Present
ENSG00000162062,None,None,None,Present,None,None
ENSG00000162063,None,None,None,None,None,None
ENSG00000162065,Present,Present,None,Present,Present,Present
ENSG00000162066,None,None,None,None,None,Present
ENSG00000162068,None,None,None,None,None,None
ENSG00000162069,Present,Present,Present,Present,Present,Present
ENSG00000162076,None,None,None,None,None,None
ENSG00000162078,Present,Present,Present,None,Present,Present
ENSG00000162086,Present,Present,Present,Present,Present,Present
ENSG00000162104,Present,Present,Present,Present,Present,Present
ENSG00000162105,None,None,None,None,None,None
ENSG00000162129,Present,Present,Present,Present,Present,Present
ENSG00000162139,None,None,None,None,None,None
ENSG00000162144,None,None,Present,Present,None,None
ENSG00000162148,None,None,None,None,None,None
ENSG00000162174,None,None,Present,None,None,None
ENSG00000162191,Present,None,None,Present,None,None
ENSG00000162194,Present,Present,Present,Present,Present,Present
ENSG00000162231,Present,Present,None,Present,Present,Present
ENSG00000162236,None,None,None,None,None,None
ENSG00000162241,None,None,None,None,None,None
ENSG00000162267,Present,Present,Present,Present,Present,Present
ENSG00000162298,Present,Present,Present,Present,Present,Present
ENSG00000162300,Present,Present,Present,Present,Present,Present
ENSG00000162302,Present,Present,Present,Present,Present,Present
ENSG00000162337,Present,Present,Present,Present,Present,Present
