GENES,Patient 2177,Patient 2280,Patient 2556,Patient 2766,Patient 3196,Patient 3477
ENSG00000187144,Strong,Moderate,Strong,Strong,Strong,Strong
ENSG00000187187,Negative,Moderate,Negative,Weak,Negative,Negative
ENSG00000187210,Moderate,Strong,Moderate,Strong,Moderate,Strong
ENSG00000187239,Negative,Weak,Negative,Negative,Weak,Negative
ENSG00000187257,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000187260,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000187288,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000187456,Moderate,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000187479,Moderate,Moderate,Negative,Negative,Moderate,Negative
ENSG00000187492,Strong,Strong,Strong,Strong,Strong,Moderate
ENSG00000187527,Moderate,Moderate,Strong,Moderate,Weak,Moderate
ENSG00000187550,Negative,Weak,Negative,Weak,Negative,Negative
ENSG00000187555,Negative,Moderate,Negative,Moderate,Negative,Weak
ENSG00000187583,Weak,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000187624,Negative,Negative,Negative,Weak,Weak,Negative
ENSG00000187634,Negative,Weak,Negative,Weak,Negative,Negative
ENSG00000187642,Moderate,Negative,Moderate,Moderate,Weak,Weak
ENSG00000187676,Weak,Moderate,Negative,Weak,Weak,Weak
ENSG00000187720,Negative,Negative,Negative,Moderate,Negative,Negative
ENSG00000187742,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000187764,Strong,Strong,Strong,Strong,Strong,Negative
ENSG00000187775,Moderate,Weak,Negative,Moderate,Weak,Moderate
ENSG00000187800,Weak,Negative,Moderate,Weak,Negative,Negative
ENSG00000187801,Negative,Weak,Negative,Weak,Weak,Negative
ENSG00000187815,Negative,Moderate,Negative,Negative,Weak,Negative
ENSG00000187837,Strong,Strong,Strong,Strong,Moderate,Negative
ENSG00000187840,Moderate,Strong,Negative,Negative,Weak,Negative
ENSG00000187862,Strong,Strong,Strong,Strong,Moderate,Strong
ENSG00000187889,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000187912,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000187942,Negative,Weak,Weak,Negative,Negative,Negative
ENSG00000187944,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000187955,Negative,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000187961,Moderate,Weak,Negative,Weak,Negative,Negative
ENSG00000188001,Moderate,Moderate,Negative,Weak,Moderate,Weak
ENSG00000188042,Negative,Moderate,Weak,Moderate,Negative,Negative
ENSG00000188064,Strong,Strong,Weak,Moderate,Strong,Weak
ENSG00000188089,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000188107,Negative,Negative,Negative,Moderate,Moderate,Negative
ENSG00000188130,Weak,Moderate,Weak,Negative,Negative,Negative
ENSG00000188158,Strong,Strong,Moderate,Strong,Strong,Moderate
ENSG00000188163,Moderate,Strong,Strong,Strong,Negative,Strong
ENSG00000188167,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000188176,Strong,Moderate,Weak,Moderate,Weak,Weak
ENSG00000188177,Moderate,Moderate,Weak,Weak,Moderate,Moderate
ENSG00000188186,Moderate,Weak,Negative,Negative,Negative,Moderate
ENSG00000188191,Strong,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000188215,Weak,Moderate,Negative,Moderate,Weak,Moderate
ENSG00000188227,Weak,Weak,Weak,Negative,Weak,Negative
ENSG00000188229,Negative,Negative,Negative,Moderate,Negative,Negative
ENSG00000188257,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000188266,Negative,Negative,Negative,Weak,Negative,Weak
ENSG00000188282,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000188306,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000188312,Strong,Moderate,Strong,Strong,Strong,Strong
ENSG00000188343,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000188389,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000188428,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000188452,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000188474,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000188483,Negative,Negative,Negative,Negative,Moderate,Negative
ENSG00000188486,Strong,Strong,Strong,Strong,Weak,Negative
ENSG00000188517,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000188522,Moderate,Moderate,Negative,Weak,Strong,Weak
ENSG00000188523,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000188554,Weak,Negative,Negative,Weak,Weak,Weak
ENSG00000188566,Weak,Moderate,Weak,Weak,Weak,Weak
ENSG00000188610,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000188612,Strong,Negative,Weak,Negative,Moderate,Negative
ENSG00000188647,Weak,Moderate,Negative,Negative,Weak,Negative
ENSG00000188694,Strong,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000188707,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000188729,Moderate,Moderate,Moderate,Moderate,Strong,Moderate
ENSG00000188732,Strong,Strong,Strong,Moderate,Strong,Strong
ENSG00000188738,Strong,Strong,Strong,Strong,Strong,Moderate
ENSG00000188739,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000188761,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000188786,Weak,Moderate,Negative,Strong,Moderate,Moderate
ENSG00000188822,Negative,Weak,Negative,Weak,Weak,Negative
ENSG00000188833,Moderate,Moderate,Moderate,Weak,Moderate,Weak
ENSG00000188848,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000188878,Weak,Negative,Negative,Negative,Negative,Negative
ENSG00000188883,Weak,Moderate,Negative,Negative,Negative,Negative
ENSG00000188888,Strong,Strong,Moderate,Moderate,Strong,Moderate
ENSG00000188895,Weak,Weak,Negative,Weak,Weak,Moderate
ENSG00000188906,Moderate,Strong,Moderate,Weak,Strong,Moderate
ENSG00000188917,Negative,Moderate,Negative,Negative,Weak,Moderate
ENSG00000188958,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000188986,Negative,Moderate,Negative,Negative,Weak,Negative
ENSG00000188991,Weak,Moderate,Negative,Moderate,Moderate,Weak
ENSG00000188993,Negative,Weak,Negative,Negative,Moderate,Negative
ENSG00000189007,Weak,Negative,Negative,Weak,Moderate,Weak
ENSG00000189091,Strong,Moderate,Moderate,Strong,Strong,Strong
ENSG00000189171,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000189182,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000189233,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000189241,Moderate,Strong,Moderate,Moderate,Moderate,Weak
ENSG00000189253,Strong,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000189266,Weak,Strong,Negative,Moderate,Moderate,Weak
ENSG00000189269,Weak,Moderate,Negative,Negative,Weak,Negative
ENSG00000189283,Negative,Strong,Moderate,Moderate,Weak,Moderate
ENSG00000189320,Negative,Moderate,Negative,Weak,Negative,Negative
ENSG00000189337,Moderate,Weak,Weak,Weak,Moderate,Weak
ENSG00000189339,Moderate,Moderate,Moderate,Moderate,Negative,Moderate
ENSG00000189350,Strong,Strong,Weak,Strong,Strong,Strong
ENSG00000189367,Weak,Negative,Weak,Weak,Negative,Negative
ENSG00000189376,Moderate,Moderate,Strong,Moderate,Moderate,Moderate
ENSG00000189410,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000196091,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000196116,Negative,Moderate,Moderate,Negative,Negative,Negative
ENSG00000196126,Negative,Negative,Strong,Negative,Negative,Moderate
ENSG00000196150,Moderate,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000196151,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196152,Negative,Moderate,Moderate,Weak,Moderate,Negative
ENSG00000196155,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000196209,Negative,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000196227,Negative,Weak,Weak,Negative,Weak,Weak
ENSG00000196230,Weak,Moderate,Moderate,Moderate,Negative,Negative
ENSG00000196233,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000196235,Negative,Weak,Weak,Weak,Negative,Negative
ENSG00000196248,Moderate,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000196277,Moderate,Moderate,Moderate,Strong,Strong,Moderate
ENSG00000196284,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000196290,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000196305,Negative,Moderate,Strong,Moderate,Negative,Moderate
ENSG00000196335,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196352,Weak,Weak,Weak,Weak,Weak,Negative
ENSG00000196353,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196372,Negative,Moderate,Negative,Weak,Negative,Negative
ENSG00000196376,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196391,Negative,Negative,Negative,Weak,Weak,Negative
ENSG00000196405,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000196407,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196418,Negative,Moderate,Weak,Moderate,Negative,Weak
ENSG00000196436,Moderate,Strong,Strong,Strong,Moderate,Moderate
ENSG00000196449,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196455,Moderate,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000196466,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000196503,Moderate,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000196511,Moderate,Weak,Negative,Moderate,Moderate,Weak
ENSG00000196526,Moderate,Strong,Strong,Moderate,Moderate,Weak
ENSG00000196535,Negative,Moderate,Negative,Moderate,Moderate,Negative
ENSG00000196550,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196569,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000196576,Moderate,Moderate,Weak,Weak,Moderate,Moderate
ENSG00000196586,Weak,Weak,Negative,Weak,Weak,Negative
ENSG00000196588,Negative,Weak,Negative,Negative,Negative,Weak
ENSG00000196605,Weak,Weak,Negative,Negative,Negative,Negative
ENSG00000196620,Weak,Weak,Negative,Weak,Negative,Weak
ENSG00000196628,Strong,Strong,Weak,Strong,Strong,Moderate
ENSG00000196632,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196639,Strong,Strong,Strong,Strong,Weak,Strong
ENSG00000196653,Moderate,Moderate,Weak,Moderate,Weak,Moderate
ENSG00000196660,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196666,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000196678,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000196704,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000196711,Negative,Weak,Negative,Moderate,Moderate,Negative
ENSG00000196754,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196796,Moderate,Strong,Strong,Strong,Moderate,Moderate
ENSG00000196814,Moderate,Negative,Negative,Moderate,Negative,Negative
ENSG00000196821,Weak,Weak,Weak,Moderate,Moderate,Moderate
ENSG00000196839,Negative,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000196843,Weak,Weak,Negative,Negative,Weak,Negative
ENSG00000196867,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000196911,Weak,Moderate,Negative,Moderate,Weak,Weak
ENSG00000196923,Negative,Negative,Weak,Negative,Negative,Negative
ENSG00000196954,Moderate,Weak,Moderate,Moderate,Strong,Moderate
ENSG00000196963,Moderate,Strong,Moderate,Moderate,Moderate,Moderate
ENSG00000196967,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000196993,Moderate,Strong,Strong,Strong,Moderate,Moderate
ENSG00000196998,Weak,Negative,Negative,Weak,Weak,Weak
ENSG00000197016,Negative,Moderate,Weak,Negative,Moderate,Negative
ENSG00000197057,Strong,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000197063,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000197077,Negative,Moderate,Negative,Negative,Moderate,Weak
ENSG00000197093,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000197119,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000197128,Negative,Weak,Weak,Moderate,Negative,Negative
ENSG00000197147,Negative,Moderate,Negative,Weak,Weak,Weak
ENSG00000197170,Strong,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000197181,Negative,Strong,Negative,Negative,Negative,Negative
ENSG00000197191,Weak,Weak,Negative,Weak,Negative,Negative
ENSG00000197265,Moderate,Moderate,Moderate,Moderate,Moderate,Negative
ENSG00000197275,Negative,Moderate,Negative,Moderate,Weak,Negative
ENSG00000197283,Negative,Negative,Negative,Negative,Weak,Negative
ENSG00000197321,Moderate,Moderate,Strong,Strong,Weak,Strong
ENSG00000197343,Negative,Moderate,Negative,Moderate,Negative,Negative
ENSG00000197353,Moderate,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000197362,Weak,Strong,Moderate,Strong,Strong,Strong
ENSG00000197381,Moderate,Strong,Strong,Strong,Moderate,Moderate
ENSG00000197386,Negative,Weak,Negative,Negative,Weak,Negative
ENSG00000197408,Strong,Moderate,Weak,Strong,Moderate,Moderate
ENSG00000197417,Strong,Weak,Strong,Negative,Moderate,Moderate
ENSG00000197448,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000197472,Moderate,Moderate,Weak,Moderate,Moderate,Moderate
ENSG00000197479,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000197498,Negative,Strong,Negative,Moderate,Negative,Negative
ENSG00000197506,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000197530,Moderate,Moderate,Moderate,Strong,Weak,Moderate
ENSG00000197568,Weak,Weak,Moderate,Moderate,Moderate,Moderate
ENSG00000197586,Weak,Weak,Weak,Weak,Weak,Weak
ENSG00000197587,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000197603,Weak,Moderate,Moderate,Moderate,Weak,Moderate
ENSG00000197622,Weak,Moderate,Moderate,Moderate,Weak,Weak
ENSG00000197696,Negative,Moderate,Negative,Negative,Negative,Negative
ENSG00000197705,Moderate,Strong,Moderate,Strong,Strong,Moderate
ENSG00000197763,Negative,Moderate,Weak,Negative,Negative,Weak
ENSG00000197818,Negative,Moderate,Negative,Weak,Negative,Negative
ENSG00000197837,Strong,Moderate,Strong,Moderate,Moderate,Strong
ENSG00000197852,Moderate,Moderate,Negative,Strong,Moderate,Moderate
ENSG00000197879,Negative,Moderate,Negative,Weak,Weak,Weak
ENSG00000197888,Weak,Weak,Negative,Weak,Negative,Weak
ENSG00000197892,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000197915,Weak,Moderate,Weak,Moderate,Strong,Negative
ENSG00000197928,Weak,Moderate,Strong,Strong,Moderate,Negative
ENSG00000197930,Moderate,Moderate,Weak,Moderate,Strong,Negative
ENSG00000197933,Weak,Moderate,Negative,Negative,Moderate,Weak
ENSG00000197937,Negative,Negative,Negative,Negative,Negative,Weak
ENSG00000197965,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000197969,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000198010,Negative,Moderate,Negative,Moderate,Negative,Negative
ENSG00000198055,Negative,Strong,Moderate,Weak,Moderate,Strong
ENSG00000198056,Strong,Moderate,Negative,Strong,Weak,Moderate
ENSG00000198064,Moderate,Moderate,Weak,Strong,Moderate,Moderate
ENSG00000198074,Weak,Strong,Strong,Strong,Strong,Moderate
ENSG00000198075,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198077,Strong,Negative,Strong,Moderate,Strong,Moderate
ENSG00000198093,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000198099,Weak,Moderate,Weak,Negative,Negative,Weak
ENSG00000198130,Strong,Strong,Moderate,Strong,Moderate,Moderate
ENSG00000198146,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198156,Moderate,Strong,Strong,Strong,Moderate,Moderate
ENSG00000198162,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000198169,Negative,Weak,Negative,Negative,Negative,Negative
ENSG00000198176,Negative,Weak,Moderate,Weak,Negative,Negative
ENSG00000198178,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000198183,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198189,Moderate,Strong,Moderate,Strong,Strong,Moderate
ENSG00000198208,Strong,Strong,Moderate,Strong,Weak,Strong
ENSG00000198211,Negative,Negative,Negative,Moderate,Negative,Negative
ENSG00000198216,Negative,Moderate,Moderate,Moderate,Weak,Negative
ENSG00000198218,Moderate,Moderate,Negative,Moderate,Negative,Negative
ENSG00000198231,Negative,Weak,Negative,Moderate,Moderate,Negative
ENSG00000198252,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198300,Moderate,Weak,Weak,Moderate,Weak,Negative
ENSG00000198336,Negative,Negative,Moderate,Moderate,Strong,Negative
ENSG00000198366,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000198393,Moderate,Moderate,Moderate,Moderate,Moderate,Negative
ENSG00000198399,Moderate,Weak,Moderate,Moderate,Moderate,Moderate
ENSG00000198408,Negative,Weak,Negative,Weak,Negative,Negative
ENSG00000198435,Negative,Weak,Negative,Negative,Negative,Weak
ENSG00000198471,Weak,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000198488,Negative,Negative,Weak,Weak,Weak,Weak
ENSG00000198513,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000198517,Negative,Weak,Negative,Negative,Moderate,Negative
ENSG00000198521,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198522,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000198523,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198556,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198563,Negative,Strong,Negative,Moderate,Weak,Negative
ENSG00000198589,Moderate,Moderate,Negative,Negative,Negative,Negative
ENSG00000198626,Weak,Weak,Weak,Negative,Moderate,Negative
ENSG00000198650,Moderate,Weak,Moderate,Moderate,Moderate,Moderate
ENSG00000198673,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000198707,Strong,Strong,Moderate,Strong,Strong,Strong
ENSG00000198711,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198712,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000198715,Weak,Weak,Negative,Negative,Negative,Negative
ENSG00000198721,Strong,Strong,Strong,Strong,Strong,Strong
ENSG00000198722,Negative,Weak,Moderate,Moderate,Moderate,Negative
ENSG00000198727,Moderate,Moderate,Moderate,Moderate,Moderate,Strong
ENSG00000198728,Negative,Weak,Negative,Weak,Negative,Negative
ENSG00000198743,Negative,Negative,Negative,Weak,Negative,Negative
ENSG00000198746,Strong,Strong,Moderate,Negative,Negative,Strong
ENSG00000198756,Negative,Negative,Negative,Weak,Moderate,Negative
ENSG00000198765,Moderate,Moderate,Negative,Weak,Negative,Moderate
ENSG00000198783,Negative,Moderate,Negative,Strong,Moderate,Negative
ENSG00000198792,Negative,Moderate,Negative,Negative,Weak,Weak
ENSG00000198795,Weak,Weak,Negative,Weak,Weak,Negative
ENSG00000198796,Strong,Strong,Moderate,Strong,Strong,Moderate
ENSG00000198816,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198826,Weak,Moderate,Negative,Moderate,Moderate,Moderate
ENSG00000198832,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198839,Moderate,Moderate,Negative,Moderate,Moderate,Weak
ENSG00000198841,Moderate,Strong,Moderate,Strong,Strong,Moderate
ENSG00000198853,Weak,Moderate,Moderate,Moderate,Moderate,Moderate
ENSG00000198855,Moderate,Moderate,Weak,Moderate,Moderate,Weak
ENSG00000198870,Negative,Moderate,Negative,Weak,Negative,Weak
ENSG00000198874,Moderate,Moderate,Moderate,Strong,Moderate,Moderate
ENSG00000198883,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198885,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198888,Weak,Negative,Negative,Moderate,Weak,Moderate
ENSG00000198900,Weak,Moderate,Negative,Strong,Weak,Weak
ENSG00000198909,Moderate,Strong,Negative,Strong,Strong,Strong
ENSG00000198917,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198919,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198920,Weak,Moderate,Moderate,Weak,Weak,Weak
ENSG00000198929,Moderate,Moderate,Moderate,Moderate,Moderate,Weak
ENSG00000198947,Negative,Negative,Negative,Negative,Negative,Negative
ENSG00000198948,Negative,Weak,Negative,Weak,Weak,Negative
ENSG00000198954,Negative,Negative,Moderate,Strong,Moderate,Negative
ENSG00000198959,Moderate,Strong,Negative,Weak,Negative,Negative
ENSG00000198961,Weak,Moderate,Negative,Weak,Negative,Moderate
